X axis;1VSC_Measurement_Control/idref;1VSC_Measurement_Control/iqref;1VSC_Measurement_Control/ppcc;1VSC_Measurement_Control/qpcc;p3/va_t;p5/va_t;
Time (s);;;;;;;

11.2E-3;45.376071069E-3;450.44342638E-3;152.22208979E-3;878.73405316E-3;-406.043465E3;-374.77702666E3;
11.25E-3;45.876071069E-3;451.48305493E-3;159.24441758E-3;865.66778432E-3;-400.33375859E3;-370.69418441E3;
11.3E-3;46.376071069E-3;452.50932638E-3;166.16716971E-3;852.64376603E-3;-394.52844698E3;-366.5222637E3;
11.35E-3;46.876071069E-3;453.52225389E-3;172.99000602E-3;839.66229662E-3;-388.63030685E3;-362.2631138E3;
11.4E-3;47.376071069E-3;454.52184381E-3;179.71195323E-3;826.72299692E-3;-382.64147988E3;-357.91820379E3;
11.45E-3;47.876071069E-3;455.50809346E-3;186.33185904E-3;813.82540078E-3;-376.56407611E3;-353.48899087E3;
11.5E-3;48.376071069E-3;456.48099239E-3;192.84881767E-3;800.9694341E-3;-370.40066914E3;-348.97722253E3;
11.55E-3;48.876071069E-3;457.44052615E-3;199.26245041E-3;788.15567005E-3;-364.15455892E3;-344.38509679E3;
11.6E-3;49.376071069E-3;458.38668097E-3;205.57298822E-3;775.3853361E-3;-357.8297687E3;-339.71526023E3;
11.65E-3;49.876071069E-3;459.31944787E-3;211.78117013E-3;762.66012495E-3;-351.43082677E3;-334.97067466E3;
11.7E-3;50.376071069E-3;460.23882509E-3;217.88802133E-3;749.98190621E-3;-344.9624365E3;-330.15441562E3;
11.75E-3;50.876071069E-3;461.14481838E-3;223.8945969E-3;737.35244299E-3;-338.42915133E3;-325.26947396E3;
11.8E-3;51.376071069E-3;462.03743962E-3;229.80177108E-3;724.77319345E-3;-331.83514758E3;-320.31861723E3;
11.85E-3;51.876071069E-3;462.91670429E-3;235.61012335E-3;712.2452354E-3;-325.18414196E3;-315.30433925E3;
11.9E-3;52.376071069E-3;463.78262886E-3;241.31993553E-3;699.76930872E-3;-318.47944951E3;-310.22889552E3;
11.95E-3;52.876071069E-3;464.63522872E-3;246.93127941E-3;687.34593759E-3;-311.72413759E3;-305.09439719E3;
12E-3;53.376071069E-3;465.4745173E-3;252.44415265E-3;674.97557998E-3;-304.92121228E3;-299.90292477E3;
12.05E-3;53.876071069E-3;466.30050623E-3;257.85861465E-3;662.65875594E-3;-298.07377621E3;-294.65662442E3;
12.1E-3;54.376071069E-3;467.11320644E-3;263.1748835E-3;650.39612261E-3;-291.18511725E3;-289.35776199E3;
12.15E-3;54.876071069E-3;467.91262956E-3;268.39337353E-3;638.18848658E-3;-284.25871509E3;-284.00872694E3;
12.2E-3;55.376071069E-3;468.69878933E-3;273.5146738E-3;626.03676402E-3;-277.29817963E3;-278.61199467E3;
12.25E-3;55.876071069E-3;469.4717024E-3;278.53948478E-3;613.94191178E-3;-270.30715187E3;-273.17006593E3;
12.3E-3;56.376071069E-3;470.23138857E-3;283.46853925E-3;601.90485569E-3;-263.28920315E3;-267.68540529E3;
12.35E-3;56.876071069E-3;470.97787044E-3;288.30253275E-3;589.92643725E-3;-256.24776192E3;-262.16039636E3;
12.4E-3;57.376071069E-3;471.71117263E-3;293.04208175E-3;578.00738995E-3;-249.1860835E3;-256.59732332E3;
12.45E-3;57.876071069E-3;472.43132091E-3;297.68771596E-3;566.14834516E-3;-242.10726289E3;-250.99837863E3;
12.5E-3;58.376071069E-3;473.13834154E-3;302.23990058E-3;554.34985948E-3;-235.01427785E3;-245.36568932E3;
12.55E-3;58.876071069E-3;473.83226089E-3;306.69907619E-3;542.61245072E-3;-227.91004355E3;-239.70135025E3;
12.6E-3;59.376071069E-3;474.5131054E-3;311.06570151E-3;530.93663046E-3;-220.79746025E3;-234.00745316E3;
12.65E-3;59.876071069E-3;475.18090193E-3;315.34028616E-3;519.32292459E-3;-213.67944133E3;-228.28610368E3;
12.7E-3;60.376071069E-3;475.83567811E-3;319.52340576E-3;507.77187891E-3;-206.5589172E3;-222.53942364E3;
12.75E-3;60.876071069E-3;476.47746285E-3;323.61569844E-3;496.2840517E-3;-199.43881862E3;-216.7695408E3;
12.8E-3;61.376071069E-3;477.10628659E-3;327.61784698E-3;484.85999842E-3;-192.32204816E3;-210.97857138E3;
12.85E-3;61.876071069E-3;477.72218141E-3;331.53055457E-3;473.50025486E-3;-185.21145046E3;-205.16860177E3;
12.9E-3;62.376071069E-3;478.32518093E-3;335.35452205E-3;462.20532404E-3;-178.1097898E3;-199.34167482E3;
12.95E-3;62.876071069E-3;478.91532007E-3;339.09043281E-3;450.97566971E-3;-171.01973996E3;-193.49978356E3;
13E-3;63.376071069E-3;479.49263481E-3;342.73894823E-3;439.81171683E-3;-163.94388667E3;-187.6448726E3;
13.05E-3;63.876071069E-3;480.05716188E-3;346.30071271E-3;428.71385733E-3;-156.88473908E3;-181.77884506E3;
13.1E-3;64.376071069E-3;480.60893868E-3;349.77636513E-3;417.68245828E-3;-149.84474506E3;-175.90357181E3;
13.15E-3;64.876071069E-3;481.14800318E-3;353.16655198E-3;406.71786959E-3;-142.82630489E3;-170.02089977E3;
13.2E-3;65.376071069E-3;481.67439405E-3;356.47193816E-3;395.82042929E-3;-135.83177962E3;-164.13265692E3;
13.25E-3;65.876071069E-3;482.18815075E-3;359.69321257E-3;384.99046544E-3;-128.86349276E3;-158.2406532E3;
13.3E-3;66.376071069E-3;482.68931366E-3;362.83108787E-3;374.22829513E-3;-121.92372603E3;-152.34667788E3;
13.35E-3;66.876071069E-3;483.17792418E-3;365.88629558E-3;363.5342216E-3;-115.01471176E3;-146.45249476E3;
13.4E-3;67.376071069E-3;483.65402475E-3;368.85957845E-3;352.90853084E-3;-108.13862463E3;-140.5598371E3;
13.45E-3;67.876071069E-3;484.11765885E-3;371.75168309E-3;342.3514889E-3;-101.29757552E3;-134.67040375E3;
13.5E-3;68.376071069E-3;484.5688709E-3;374.56335452E-3;331.86334051E-3;-94.493608595E3;-128.78585727E3;
13.55E-3;68.876071069E-3;485.00770615E-3;377.2953339E-3;321.4443092E-3;-87.728701945E3;-122.90782423E3;
13.6E-3;69.376071069E-3;485.43421063E-3;379.94835945E-3;311.09459856E-3;-81.004770734E3;-117.03789703E3;
13.65E-3;69.876071069E-3;485.84843105E-3;382.52316948E-3;300.814394E-3;-74.323671516E3;-111.17763645E3;
13.7E-3;70.376071069E-3;486.25041477E-3;385.0205063E-3;290.60386448E-3;-67.687206206E3;-105.32857397E3;
13.75E-3;70.876071069E-3;486.64020987E-3;387.44111958E-3;280.46316385E-3;-61.097124673E3;-99.492213237E3;
13.8E-3;71.376071069E-3;487.01786508E-3;389.78576829E-3;270.39243145E-3;-54.555125587E3;-93.670030497E3;
13.85E-3;71.876071069E-3;487.38342989E-3;392.05522079E-3;260.39179228E-3;-48.062855709E3;-87.863474052E3;
13.9E-3;72.376071069E-3;487.73695454E-3;394.25025332E-3;250.46135668E-3;-41.621908289E3;-82.073963174E3;
13.95E-3;72.876071069E-3;488.07849004E-3;396.37164766E-3;240.60122002E-3;-35.233821323E3;-76.302886945E3;
14E-3;73.376071069E-3;488.40808812E-3;398.42018855E-3;230.81146242E-3;-28.900076339E3;-70.551603403E3;
14.05E-3;73.876071069E-3;488.72580126E-3;400.39666172E-3;221.0921488E-3;-22.622098063E3;-64.821439234E3;
14.1E-3;74.376071069E-3;489.03168257E-3;402.30185281E-3;211.44332902E-3;-16.401255005E3;-59.113690025E3;
14.15E-3;74.876071069E-3;489.32578583E-3;404.13654733E-3;201.86503835E-3;-10.238860712E3;-53.429620916E3;
14.2E-3;75.376071069E-3;489.6081654E-3;405.90153134E-3;192.35729792E-3;-4.1361753342E3;-47.770467451E3;
14.25E-3;75.876071069E-3;489.87887625E-3;407.59759251E-3;182.92011518E-3;1.9055928906E3;-42.137436371E3;
14.3E-3;76.376071069E-3;490.1379739E-3;409.22552102E-3;173.5534843E-3;7.8852864799E3;-36.531706209E3;
14.35E-3;76.876071069E-3;490.38551444E-3;410.78611017E-3;164.25738648E-3;13.801797971E3;-30.95442763E3;
14.4E-3;77.376071069E-3;490.62155456E-3;412.2801563E-3;155.03179018E-3;19.654069547E3;-25.406723541E3;
14.45E-3;77.876071069E-3;490.84615151E-3;413.70845835E-3;145.87665136E-3;25.441092858E3;-19.889689092E3;
14.5E-3;78.376071069E-3;491.0593631E-3;415.07181694E-3;136.7919137E-3;31.161908853E3;-14.404391665E3;
14.55E-3;78.876071069E-3;491.26124769E-3;416.37103348E-3;127.77750883E-3;36.815607453E3;-8.9518709504E3;
14.6E-3;79.376071069E-3;491.4518642E-3;417.60690935E-3;118.8333566E-3;42.401327009E3;-3.5331391737E3;
14.65E-3;79.876071069E-3;491.63127204E-3;418.78024538E-3;109.95936535E-3;47.918253521E3;1.8508185524E3;
14.7E-3;80.376071069E-3;491.79953113E-3;419.89184166E-3;101.1554322E-3;53.365619711E3;7.1990437732E3;
14.75E-3;80.876071069E-3;491.95670184E-3;420.94249755E-3;92.421443276E-3;58.742704013E3;12.510604198E3;
14.8E-3;81.376071069E-3;492.10284503E-3;421.93301191E-3;83.757273944E-3;64.048829603E3;17.784593219E3;
14.85E-3;81.876071069E-3;492.23802197E-3;422.86418326E-3;75.162789061E-3;69.283363484E3;23.02012948E3;
14.9E-3;82.376071069E-3;492.36229439E-3;423.73680985E-3;66.637843187E-3;74.445715681E3;28.216356496E3;
14.95E-3;82.876071069E-3;492.47572445E-3;424.55168959E-3;58.182280835E-3;79.535338486E3;33.372442315E3;
15E-3;83.376071069E-3;492.5783747E-3;425.30961978E-3;49.795936735E-3;84.551725744E3;38.487579204E3;
15.05E-3;83.876071069E-3;492.67030813E-3;426.01139679E-3;41.478636108E-3;89.494412115E3;43.560983314E3;
15.1E-3;84.376071069E-3;492.75158811E-3;426.65781559E-3;33.230194956E-3;94.362972298E3;48.59189433E3;
15.15E-3;84.876071069E-3;492.8222784E-3;427.24966943E-3;25.050420334E-3;99.15702019E3;53.57957508E3;
15.2E-3;85.376071069E-3;492.8824431E-3;427.78774953E-3;16.939110616E-3;103.876208E3;58.523311111E3;
15.25E-3;85.876071069E-3;492.93214671E-3;428.27284493E-3;8.8960557288E-3;108.52022535E3;63.422410261E3;
15.3E-3;86.376071069E-3;492.97145402E-3;428.70574233E-3;921.03737248E-6;113.08879833E3;68.276202216E3;
15.35E-3;86.876071069E-3;493.00043017E-3;429.08722609E-3;-6.9861707767E-3;117.58168862E3;73.084038078E3;
15.4E-3;87.376071069E-3;493.01914061E-3;429.4180782E-3;-14.825802865E-3;121.99869257E3;77.845289948E3;
15.45E-3;87.876071069E-3;493.02765107E-3;429.69907816E-3;-22.598100651E-3;126.33964039E3;82.559350516E3;
15.5E-3;88.376071069E-3;493.02602759E-3;429.93100294E-3;-30.303313289E-3;130.60439523E3;87.225632666E3;
15.55E-3;88.876071069E-3;493.01433648E-3;430.1146268E-3;-37.941697089E-3;134.79285234E3;91.843569069E3;
15.6E-3;89.376071069E-3;492.99264432E-3;430.25072106E-3;-45.513515279E-3;138.90493823E3;96.41261178E3;
15.65E-3;89.876071069E-3;492.96101794E-3;430.34005396E-3;-53.019037754E-3;142.94060977E3;100.93223183E3;
15.7E-3;90.376071069E-3;492.91952441E-3;430.38339038E-3;-60.458540841E-3;146.89985333E3;105.40191879E3;
15.75E-3;90.876071069E-3;492.86823104E-3;430.38149173E-3;-67.83230707E-3;150.78268385E3;109.82118039E3;
15.8E-3;91.376071069E-3;492.80720536E-3;430.33511579E-3;-75.140624964E-3;154.58914398E3;114.18954205E3;
15.85E-3;91.876071069E-3;492.7365151E-3;430.2450166E-3;-82.383788839E-3;158.31930322E3;118.50654653E3;
15.9E-3;92.376071069E-3;492.65622818E-3;430.11194435E-3;-89.562098617E-3;161.97325704E3;122.77175346E3;
15.95E-3;92.876071069E-3;492.5664127E-3;429.93664534E-3;-96.675859638E-3;165.55112603E3;126.98473899E3;
16E-3;93.376071069E-3;492.46713695E-3;429.71986188E-3;-103.72538247E-3;169.05305507E3;131.1450954E3;
16.05E-3;93.876071069E-3;492.35846935E-3;429.46233216E-3;-110.71098273E-3;172.47921247E3;135.25243067E3;
16.1E-3;94.376071069E-3;492.2404785E-3;429.16479021E-3;-117.63298086E-3;175.82978918E3;139.30636814E3;
16.15E-3;94.876071069E-3;492.11323312E-3;428.82796571E-3;-124.49170197E-3;179.10499793E3;143.30654611E3;
16.2E-3;95.376071069E-3;491.97680207E-3;428.45258394E-3;-131.28747557E-3;182.30507242E3;147.25261745E3;
16.25E-3;95.876071069E-3;491.83125431E-3;428.03936558E-3;-138.02063544E-3;185.4302665E3;151.14424923E3;
16.3E-3;96.376071069E-3;491.67665892E-3;427.58902668E-3;-144.69151943E-3;188.48085334E3;154.98112233E3;
16.35E-3;96.876071069E-3;491.51308508E-3;427.10227849E-3;-151.30046924E-3;191.45712467E3;158.76293113E3;
16.4E-3;97.376071069E-3;491.34060203E-3;426.57982745E-3;-157.84783027E-3;194.35938999E3;162.48938305E3;
16.45E-3;97.876071069E-3;491.15927911E-3;426.02237505E-3;-164.33395149E-3;197.18797577E3;166.16019832E3;
16.5E-3;98.376071069E-3;490.9691857E-3;425.43061781E-3;-170.75918522E-3;199.94322474E3;169.77510955E3;
16.55E-3;98.876071069E-3;490.77039126E-3;424.80524715E-3;-177.12388699E-3;202.62549512E3;173.33386141E3;
16.6E-3;99.376071069E-3;490.56296528E-3;424.14694939E-3;-183.42841541E-3;205.23515989E3;176.83621035E3;
16.65E-3;99.876071069E-3;490.34697726E-3;423.45640566E-3;-189.67313196E-3;207.77260609E3;180.28192422E3;
16.7E-3;100.37607107E-3;490.12249676E-3;422.73429177E-3;-195.85840085E-3;210.23823407E3;183.67078197E3;
16.75E-3;100.87607107E-3;489.88959334E-3;421.98127822E-3;-201.98458887E-3;212.63245683E3;187.00257336E3;
16.8E-3;101.37607107E-3;489.64833654E-3;421.19803008E-3;-208.05206521E-3;214.9556993E3;190.2770986E3;
16.85E-3;101.87607107E-3;489.39879594E-3;420.38520692E-3;-214.06120135E-3;217.20839767E3;193.49416812E3;
16.9E-3;102.37607107E-3;489.14104107E-3;419.54346279E-3;-220.01237084E-3;219.39099875E3;196.65360223E3;
16.95E-3;102.87607107E-3;488.87514143E-3;418.67344613E-3;-225.90594925E-3;221.50395931E3;199.75523086E3;
17E-3;103.37607107E-3;488.60116652E-3;417.77579974E-3;-231.74231395E-3;223.54774543E3;202.79889328E3;
17.05E-3;103.87607107E-3;488.31918576E-3;416.85116071E-3;-237.52184403E-3;225.52283194E3;205.78443784E3;
17.1E-3;104.37607107E-3;488.02926854E-3;415.90016042E-3;-243.24492014E-3;227.42970178E3;208.71172172E3;
17.15E-3;104.87607107E-3;487.73148418E-3;414.92342444E-3;-248.91192439E-3;229.26884541E3;211.58061068E3;
17.2E-3;105.37607107E-3;487.42590193E-3;413.92157257E-3;-254.52324017E-3;231.04076027E3;214.39097879E3;
17.25E-3;105.87607107E-3;487.11259095E-3;412.8952187E-3;-260.07925209E-3;232.74595019E3;217.14270826E3;
17.3E-3;106.37607107E-3;486.79162034E-3;411.84497085E-3;-265.58034578E-3;234.38492486E3;219.83568914E3;
17.35E-3;106.87607107E-3;486.46305907E-3;410.77143113E-3;-271.02690785E-3;235.95819931E3;222.46981916E3;
17.4E-3;107.37607107E-3;486.12697603E-3;409.67519564E-3;-276.4193257E-3;237.46629337E3;225.04500348E3;
17.45E-3;107.87607107E-3;485.78343998E-3;408.55685453E-3;-281.75798745E-3;238.90973117E3;227.56115452E3;
17.5E-3;108.37607107E-3;485.43251958E-3;407.41699191E-3;-287.04328179E-3;240.2890407E3;230.01819174E3;
17.55E-3;108.87607107E-3;485.07428333E-3;406.25618585E-3;-292.27559794E-3;241.60475329E3;232.41604147E3;
17.6E-3;109.37607107E-3;484.70879963E-3;405.07500837E-3;-297.45532545E-3;242.85740317E3;234.75463672E3;
17.65E-3;109.87607107E-3;484.33613669E-3;403.8740254E-3;-302.58285418E-3;244.04752707E3;237.03391704E3;
17.7E-3;110.37607107E-3;483.95636261E-3;402.65379677E-3;-307.65857416E-3;245.17566373E3;239.25382834E3;
17.75E-3;110.87607107E-3;483.56954531E-3;401.41487621E-3;-312.68287549E-3;246.24235357E3;241.41432272E3;
17.8E-3;111.37607107E-3;483.17575254E-3;400.15781132E-3;-317.65614825E-3;247.2481382E3;243.51535836E3;
17.85E-3;111.87607107E-3;482.77505187E-3;398.88314358E-3;-322.57878243E-3;248.19356015E3;245.55689934E3;
17.9E-3;112.37607107E-3;482.3675107E-3;397.59140831E-3;-327.45116779E-3;249.07916241E3;247.53891556E3;
17.95E-3;112.87607107E-3;481.95319625E-3;396.28313469E-3;-332.27369381E-3;249.90548812E3;249.46138257E3;
18E-3;113.37607107E-3;481.53217551E-3;394.95884573E-3;-337.04674959E-3;250.67308024E3;251.32428148E3;
18.05E-3;113.87607107E-3;481.1045153E-3;393.61905831E-3;-341.77072375E-3;251.38248122E3;253.12759885E3;
18.1E-3;114.37607107E-3;480.67028221E-3;392.26428313E-3;-346.4460044E-3;252.03423269E3;254.87132659E3;
18.15E-3;114.87607107E-3;480.22954262E-3;390.89502473E-3;-351.072979E-3;252.62887517E3;256.55546184E3;
18.2E-3;115.37607107E-3;479.78236269E-3;389.51178152E-3;-355.65203431E-3;253.16694778E3;258.18000693E3;
18.25E-3;115.87607107E-3;479.32880835E-3;388.11504574E-3;-360.18355633E-3;253.648988E3;259.74496927E3;
18.3E-3;116.37607107E-3;478.86894528E-3;386.70530351E-3;-364.66793022E-3;254.0755314E3;261.25036128E3;
18.35E-3;116.87607107E-3;478.40283894E-3;385.28303479E-3;-369.10554019E-3;254.4471114E3;262.69620035E3;
18.4E-3;117.37607107E-3;477.93055453E-3;383.84871344E-3;-373.4967695E-3;254.76425906E3;264.08250873E3;
18.45E-3;117.87607107E-3;477.452157E-3;382.40280719E-3;-377.84200034E-3;255.02750286E3;265.40931352E3;
18.5E-3;118.37607107E-3;476.96771103E-3;380.9457777E-3;-382.14161381E-3;255.2373685E3;266.67664663E3;
18.55E-3;118.87607107E-3;476.47728106E-3;379.4780805E-3;-386.3959898E-3;255.3943787E3;267.8845447E3;
18.6E-3;119.37607107E-3;475.98093123E-3;378.00016508E-3;-390.60550698E-3;255.49905306E3;269.03304909E3;
18.65E-3;119.87607107E-3;475.47872543E-3;376.51247487E-3;-394.77054274E-3;255.55190787E3;270.12220585E3;
18.7E-3;120.37607107E-3;474.97072725E-3;375.01544728E-3;-398.8914731E-3;255.55345599E3;271.15206571E3;
18.75E-3;120.87607107E-3;474.457E-3;373.50951369E-3;-402.96867269E-3;255.50420667E3;272.12268403E3;
18.8E-3;121.37607107E-3;473.9376067E-3;371.99509949E-3;-407.00251468E-3;255.40466547E3;273.03412083E3;
18.85E-3;121.87607107E-3;473.41261008E-3;370.4726241E-3;-410.99337074E-3;255.25533412E3;273.88644074E3;
18.9E-3;122.37607107E-3;472.88207256E-3;368.942501E-3;-414.94161097E-3;255.05671042E3;274.67971305E3;
18.95E-3;122.87607107E-3;472.34605625E-3;367.40513776E-3;-418.8476039E-3;254.80928816E3;275.41401167E3;
19E-3;123.37607107E-3;471.80462297E-3;365.86093604E-3;-422.71171638E-3;254.51355705E3;276.08941515E3;
19.05E-3;123.87607107E-3;471.25783421E-3;364.31029163E-3;-426.53431362E-3;254.17000259E3;276.70600673E3;
19.1E-3;124.37607107E-3;470.70575114E-3;362.7535945E-3;-430.31575904E-3;253.7791061E3;277.26387429E3;
19.15E-3;124.87607107E-3;470.14843462E-3;361.1912288E-3;-434.05641435E-3;253.3413446E3;277.76311045E3;
19.2E-3;125.37607107E-3;469.58594517E-3;359.6235729E-3;-437.75663942E-3;252.8571908E3;278.20381251E3;
19.25E-3;125.87607107E-3;469.01834299E-3;358.05099943E-3;-441.41679227E-3;252.32711306E3;278.58608258E3;
19.3E-3;126.37607107E-3;468.44568794E-3;356.47387529E-3;-445.03722907E-3;251.75157539E3;278.91002754E3;
19.35E-3;126.87607107E-3;467.86803954E-3;354.89256173E-3;-448.61830407E-3;251.13103739E3;279.17575908E3;
19.4E-3;127.37607107E-3;467.28545698E-3;353.30741433E-3;-452.16036955E-3;250.46595432E3;279.38339381E3;
19.45E-3;127.87607107E-3;466.69799909E-3;351.71878305E-3;-455.66377585E-3;249.75677705E3;279.53305323E3;
19.5E-3;128.37607107E-3;466.10572437E-3;350.12701231E-3;-459.12887128E-3;249.00395206E3;279.62486381E3;
19.55E-3;128.87607107E-3;465.50869094E-3;348.53244095E-3;-462.55600215E-3;248.20792154E3;279.65895703E3;
19.6E-3;129.37607107E-3;464.9069566E-3;346.93540233E-3;-465.94551268E-3;247.36912334E3;279.63546948E3;
19.65E-3;129.87607107E-3;464.30057877E-3;345.33622436E-3;-469.29774502E-3;246.48799105E3;279.55454284E3;
19.7E-3;130.37607107E-3;463.68961451E-3;343.73522949E-3;-472.61303922E-3;245.56495403E3;279.416324E3;
19.75E-3;130.87607107E-3;463.07412054E-3;342.13273481E-3;-475.8917332E-3;244.60043746E3;279.22096509E3;
19.8E-3;131.37607107E-3;462.45415318E-3;340.52905207E-3;-479.13416272E-3;243.59486242E3;278.96862358E3;
19.85E-3;131.87607107E-3;461.82976842E-3;338.9244877E-3;-482.34066139E-3;242.54864591E3;278.65946228E3;
19.9E-3;132.37607107E-3;461.20102184E-3;337.31934288E-3;-485.5115606E-3;241.46220099E3;278.2936495E3;
19.95E-3;132.87607107E-3;460.56796868E-3;335.71391354E-3;-488.64718956E-3;240.33593677E3;277.87135903E3;
20E-3;133.37607107E-3;459.93066379E-3;334.10849048E-3;-491.74787525E-3;239.17025857E3;277.39277027E3;
20.05E-3;133.87607107E-3;459.28916165E-3;332.50335933E-3;-494.81394241E-3;237.96556797E3;276.85806827E3;
20.1E-3;134.37607107E-3;458.64351636E-3;330.89880063E-3;-497.84571353E-3;236.72226292E3;276.26744382E3;
20.15E-3;134.87607107E-3;457.99378163E-3;329.29508987E-3;-500.84350883E-3;235.44073781E3;275.62109353E3;
20.2E-3;135.37607107E-3;457.3400108E-3;327.69249757E-3;-503.80764625E-3;234.12138361E3;274.91921989E3;
20.25E-3;135.87607107E-3;456.68225682E-3;326.09128924E-3;-506.73844145E-3;232.76458796E3;274.16203134E3;
20.3E-3;136.37607107E-3;456.02057227E-3;324.4917255E-3;-509.63620779E-3;231.37073528E3;273.3497424E3;
20.35E-3;136.87607107E-3;455.35500931E-3;322.8940621E-3;-512.50125631E-3;229.94020689E3;272.48257366E3;
20.4E-3;137.37607107E-3;454.68561976E-3;321.29854997E-3;-515.33389573E-3;228.47338111E3;271.56075192E3;
20.45E-3;137.87607107E-3;454.012455E-3;319.70543525E-3;-518.13443247E-3;226.97063345E3;270.58451028E3;
20.5E-3;138.37607107E-3;453.33556606E-3;318.11495936E-3;-520.90317059E-3;225.43233664E3;269.55408815E3;
20.55E-3;138.87607107E-3;452.65500356E-3;316.52735902E-3;-523.64041183E-3;223.85886084E3;268.4697314E3;
20.6E-3;139.37607107E-3;451.97081773E-3;314.94286632E-3;-526.34645557E-3;222.25057372E3;267.33169239E3;
20.65E-3;139.87607107E-3;451.28305842E-3;313.36170875E-3;-529.02159886E-3;220.60784064E3;266.14023006E3;
20.7E-3;140.37607107E-3;450.59177506E-3;311.78410927E-3;-531.6661364E-3;218.93102474E3;264.89561003E3;
20.75E-3;140.87607107E-3;449.89701671E-3;310.21028632E-3;-534.28036052E-3;217.22048713E3;263.59810462E3;
20.8E-3;141.37607107E-3;449.19883204E-3;308.64045391E-3;-536.86456121E-3;215.47658699E3;262.247993E3;
20.85E-3;141.87607107E-3;448.4972693E-3;307.07482163E-3;-539.4190261E-3;213.69968173E3;260.84556121E3;
20.9E-3;142.37607107E-3;447.79237636E-3;305.51359472E-3;-541.94404047E-3;211.89012713E3;259.39110223E3;
20.95E-3;142.87607107E-3;447.0842007E-3;303.95697411E-3;-544.43988722E-3;210.04827752E3;257.88491608E3;
21E-3;143.37607107E-3;446.3727894E-3;302.40515648E-3;-546.90684691E-3;208.17448585E3;256.32730991E3;
21.05E-3;143.87607107E-3;445.65818914E-3;300.85833427E-3;-549.34519776E-3;206.26910394E3;254.71859798E3;
21.1E-3;144.37607107E-3;444.9404462E-3;299.31669578E-3;-551.75521562E-3;204.33248255E3;253.05910185E3;
21.15E-3;144.87607107E-3;444.21960649E-3;297.78042517E-3;-554.13717398E-3;202.36497154E3;251.34915033E3;
21.2E-3;145.37607107E-3;443.49571549E-3;296.24970256E-3;-556.49134401E-3;200.36692007E3;249.58907963E3;
21.25E-3;145.87607107E-3;442.76881833E-3;294.72470401E-3;-558.81799452E-3;198.33867669E3;247.77923338E3;
21.3E-3;146.37607107E-3;442.03895969E-3;293.20560163E-3;-561.11739198E-3;196.28058954E3;245.9199627E3;
21.35E-3;146.87607107E-3;441.3061839E-3;291.6925636E-3;-563.38980054E-3;194.19300646E3;244.01162627E3;
21.4E-3;147.37607107E-3;440.57053489E-3;290.18575421E-3;-565.635482E-3;192.07627517E3;242.05459034E3;
